return_id,order_id,customer_id,email,return_date,reason,return_type,refunded_amount,return_channel,agent_id,refund_method
RTN-71084369,ORD-97904647,CUST-9473,rebecca.martin@gmail.com,2025-09-14,Changed mind,Refund,0.0,Ebay,ONLINE,Credit Card
RTN-05502238,ORD-08748677,CUST-5458,alexander.gomez@hotmail.com,2025-08-15,product did not match description,Refund,616.24,  Ebay ,ONLINE,Credit Card
RTN-90940899,ORD-82763843,CUST-8624,cathy.smith@yahoo.com,2025-09-09,Arrived damaged,Refund,888.82,Social Media,ONLINE,Credit Card
RTN-32349784,ORD-24640175,CUST-9660,amber.wallace@gmail.com,2025-08-30,Wrong item,Refund,1525.92,Phone,CSR-0004,Credit Card
RTN-12623410,ORD-24640175,CUST-9660,amber.wallace@gmail.com,2026-04-04,Item arrived late,Refund,0.0,Phone,CSR-0004,Credit Card
RTN-35643285,ORD-56903888,CUST-9131,erika.white@yahoo.com,2025-08-21,Item arrived late, Refund ,240.25,Web,ONLINE,Credit Card
RTN-48095834,ORD-97526631,CUST-9984,heather.sweeney@yahoo.com,2025-09-14,item arrived late,Refund,13.88,Web,ONLINE,Credit Card
RTN-67307538,ORD-28680531,CUST-9493,daniel.tucker@hotmail.com,2025-08-21,Wrong item,Refund,721.82,Web,ONLINE,Credit Card
RTN-95250817,ORD-18719408,GUEST-100411,sean34@example.org,2025-09-02,Item arrived late,Refund,830.42,Web,ONLINE,PayPal
RTN-81297739,ORD-24310263,CUST-7847,joseph.martinez@hotmail.com,2025-08-24,Arrived damaged,Refund,983.64,NewEgg,ONLINE,Credit Card
RTN-10533681,ORD-24310263,CUST-7847,joseph.martinez@hotmail.com,2025-08-31,Wrong item,Refund,0.0,newegg,ONLINE,Credit Card
RTN-47333219,ORD-16841002,CUST-7347,stacy.ramirez@gmail.com,2025-08-30,Changed mind,Refund,231.58,Phone,CSR-0003,PayPal
RTN-25806876,ORD-98043287,CUST-10386,joseph.li@hotmail.com,2026-03-16,Arrived damaged,Refund,495.79,Social Media,ONLINE,Credit Card
RTN-82526800,ORD-98043287,CUST-10386,joseph.li@hotmail.com,2026-04-29,Wrong item,Refund,0.0,Social Media,ONLINE,Credit Card
RTN-92751924,ORD-79189255,CUST-10481,matthew.williams@yahoo.com,2025-08-23,Found a better price,Refund,455.56,  Social Media ,ONLINE,Apple Pay
RTN-04744887,ORD-43904326,CUST-10044,jillian.carter@hotmail.com,2025-09-15, Product did not match description  ,Refund,4816.96,Phone,CSR-0004,Apple Pay
RTN-55748697,ORD-80071223,GUEST-103589,davidrichard@example.net,2026-07-18,No longer needed,Refund,111.52,Ebay,ONLINE,Credit Card
RTN-21973676,ORD-11246007,GUEST-101289,wbowen@example.org,2025-09-20,Defective,Refund,1555.5,Web,ONLINE,Google Pay
RTN-47579403,ORD-08311498,CUST-5102,jesse.guzman@hotmail.com,2025-09-21,Changed mind,Refund,1337.29,Phone,CSR-0011,Credit Card
RTN-67038593,ORD-44986670,CUST-10599,nathan.johnson@hotmail.com,2025-10-19,No longer needed,Refund,1382.6,Ebay,ONLINE,PayPal
RTN-82820887,ORD-00372784,CUST-10535,katie.keith@yahoo.com,2025-08-31,Damaged in transit,Refund,561.1,Web,ONLINE,Credit Card
RTN-94819187,ORD-97652726,CUST-6471,jill.mayer@yahoo.com,2026-04-12,Arrived damaged,Refund,1051.21,Web,ONLINE,Apple Pay
RTN-10251305,ORD-97652726,CUST-6471,jill.mayer@yahoo.com,2026-04-28,Wrong item,Refund,0.0,Web,ONLINE,Apple Pay
RTN-19197885,ORD-99327359,GUEST-102104,humphreydeanna@example.net,2025-10-27,Found a better price,Refund,125.16,Phone,CSR-0011,Credit Card
RTN-65651041,ORD-29029750,CUST-10342,aaron.powell@hotmail.com,2025-09-19,No longer needed,Refund,562.56,Phone,CSR-0015,Credit Card
RTN-26673803,ORD-84333483,CUST-5914,katie.larsen@hotmail.com,2025-09-07,  Product did not match description ,Refund,648.61,Phone,CSR-0011,Credit Card
RTN-40076934,ORD-19955242,CUST-9354,kevin.oliver@hotmail.com,2025-11-14,Arrived damaged,Refund,2820.19,Social Media,ONLINE,PayPal
RTN-29108122,ORD-58226491,CUST-8147,scott.miller@yahoo.com,2025-09-01,No longer needed,REFUND,340.52,web,ONLINE,Credit Card
RTN-73793333,ORD-46851740,CUST-6592,julie.mcneil@gmail.com,2025-08-28,Arrived damaged,Refund,504.37,Web,ONLINE,Google Pay
RTN-28863013,ORD-46851740,CUST-6592,julie.mcneil@gmail.com,2025-09-19,Damaged in transit,refund,0.0,Web,ONLINE,Google Pay
RTN-98584955,ORD-63304375,GUEST-100706,tholt@example.net,2025-08-27,Defective,Refund,1826.23,Phone,CSR-0013,PayPal
RTN-19562925,ORD-94022002,GUEST-100284,miguel30@example.org,2025-08-28,Product did not match description,Refund,1320.83,Web,ONLINE,PayPal
RTN-79272829,ORD-50302789,CUST-6279,charles.chen@hotmail.com,2025-09-12,Item arrived late,Refund,233.29,Web,ONLINE,PayPal
RTN-73948561,ORD-50302789,CUST-6279,charles.chen@hotmail.com,2025-09-23,Product did not match description,Refund,1731.55,Web,ONLINE,PayPal
RTN-38581810,ORD-86496453,CUST-7178,amy.boyer@hotmail.com,2025-09-07,No longer needed,Refund,42.02,Web,ONLINE,Credit Card
RTN-79816449,ORD-19462003,CUST-8986,george.rojas@yahoo.com,2025-09-25,Arrived damaged,Refund,561.28,Web,ONLINE,Credit Card
RTN-25462973,ORD-97677213,CUST-7352,bridget.anderson@hotmail.com,2025-09-24,Product did not match description,Refund,819.71,Web,ONLINE,PayPal
RTN-02417017,ORD-11654198,CUST-8973,allison.gonzalez@gmail.com,2025-09-25,Wrong item,Refund,1329.31,Social Media,ONLINE,Credit Card
RTN-28311706,ORD-22057582,CUST-5621,david.newman@hotmail.com,2025-09-17,Arrived damaged, Refund ,1863.67,Web,ONLINE,Credit Card
RTN-70312884,ORD-08831325,GUEST-101662,caguilar@example.net,2025-09-12,Defective, Refund ,1030.17,Web,ONLINE,Credit Card
RTN-60242288,ORD-08831325,GUEST-101662,caguilar@example.net,2025-09-22,ITEM ARRIVED LATE,Refund,228.77,Web,ONLINE,Credit Card
RTN-18549692,ORD-40767240,CUST-10128,christopher.carlson@yahoo.com,2025-09-18,Damaged in transit,REFUND,497.17,Web,ONLINE,Credit Card
RTN-89780741,ORD-68507797,GUEST-101476,judith35@example.org,2025-09-04,Wrong item,Refund,1242.55,Social Media,ONLINE,Credit Card
RTN-98277461,ORD-05368629,CUST-6224,jonathan.bryant@gmail.com,2025-09-18,Product did not match description,Refund,321.68,Web,ONLINE,Apple Pay
RTN-53733627,ORD-90568765,GUEST-103111,mannandrea@example.com,2025-09-25,Arrived damaged,Refund,1052.92,Web,ONLINE,Credit Card
RTN-96989407,ORD-61544546,CUST-10525,richard.campbell@yahoo.com,2026-06-22,Damaged in transit,Refund,1811.28, Phone  ,CSR-0019,Credit Card
RTN-02854992,ORD-10388937,CUST-9444,nancy.mcmillan@hotmail.com,2025-09-08,Changed mind,Refund,202.8, Web  ,ONLINE,Credit Card
RTN-87828789,ORD-67656792,CUST-10917,lynn.hernandez@hotmail.com,2025-09-22,No longer needed,Refund,2164.08,Social Media,ONLINE,PayPal
RTN-26354964,ORD-06399288,CUST-9441,travis.jenkins@hotmail.com,2025-09-07,Wrong item,Refund,381.81,Web,ONLINE,Credit Card
RTN-34858848,ORD-21231073,CUST-8301,carolyn.brown@gmail.com,2025-11-05,Wrong item,Refund,2060.62,Web,ONLINE,Credit Card
RTN-56407971,ORD-26276580,CUST-5612,johnny.ross@hotmail.com,2025-09-08,Changed mind,Refund,246.47,Ebay,ONLINE,Credit Card
RTN-47080210,ORD-41767134,CUST-10982,sabrina.mitchell@hotmail.com,2025-09-25,Wrong item,REFUND,49.41,Web,ONLINE,Credit Card
RTN-39821217,ORD-79773558,CUST-5634,michele.bates@yahoo.com,2025-09-15,Wrong item,Refund,73.74,Ebay,ONLINE,Google Pay
RTN-07493690,ORD-36210053,CUST-7860,david.porter@gmail.com,2025-09-18,Product did not match description,Refund,248.85, Web  ,ONLINE,ACH
RTN-37999828,ORD-05084080,CUST-7457,susan.richards@gmail.com,2025-09-12,Changed mind,Refund,1115.05,Social Media,ONLINE,Google Pay
RTN-27334439,ORD-61551743,CUST-6264,kimberly.garcia@hotmail.com,2025-09-19,Defective,Refund,331.5,Web,,PayPal
RTN-95189902,ORD-83358279,GUEST-102154,trussell@example.net,2025-10-03,Wrong item,Refund,2822.79,Phone,CSR-0003,Apple Pay
RTN-63562689,ORD-19441472,CUST-10577,diana.chen@hotmail.com,2025-09-18,Changed mind,Refund,379.77,Ebay,ONLINE,Credit Card
RTN-88747060,ORD-13671158,GUEST-101251,sheltonlisa@example.com,2025-09-13,Product did not match description,Refund,1050.99,Web,ONLINE,Credit Card
RTN-29304106,ORD-79311667,GUEST-101069,wcollins@example.net,2025-10-01,Defective,Refund,697.34,Web,ONLINE,Credit Card
RTN-05292500,ORD-14381043,GUEST-100822,lmitchell@example.com,2025-10-01,no longer needed,Refund,437.85,Web,ONLINE,Credit Card
RTN-14737481,ORD-70363418,GUEST-101467,kristen67@example.net,2025-09-22,Wrong item,Refund,1063.68,Web,ONLINE,Apple Pay
RTN-66112588,ORD-00809353,GUEST-101671,shannon83@example.net,2025-10-06,  Defective ,Refund,438.54,Social Media,ONLINE,Credit Card
RTN-54543967,ORD-10060460,GUEST-103188,justinbrewer@example.com,2025-09-22,Arrived damaged,Refund,1571.58,Ebay,ONLINE,Credit Card
RTN-11844202,ORD-64973070,GUEST-102457,lisa09@example.com,2025-09-17,product did not match description,Refund,591.04,Phone,CSR-0008,Credit Card
RTN-88062438,ORD-47873442,CUST-10358,joshua.murphy@hotmail.com,2025-10-10, Defective ,Refund,896.87,newegg,ONLINE,Credit Card
RTN-53553318,ORD-48535136,CUST-8898,joseph.romero@gmail.com,2025-10-08,Defective,Refund,478.6,Web,ONLINE,Credit Card
RTN-47630618,ORD-04087396,CUST-6037,kenneth.branch@yahoo.com,2026-01-03,Arrived damaged,Refund,1632.93,Phone,CSR-0007,Credit Card
RTN-21282663,ORD-04087396,CUST-6037,kenneth.branch@yahoo.com,2026-01-23,Arrived damaged,Refund,0.0,Phone,CSR-0007,Credit Card
RTN-33079497,ORD-48647378,CUST-6664,damon.powers@hotmail.com,2025-11-11,Damaged in transit,Refund,125.93,Web,ONLINE,Credit Card
RTN-26924962,ORD-48647378,CUST-6664,damon.powers@hotmail.com,2025-12-10,product did not match description,Refund,0.0,web,ONLINE,Credit Card
RTN-75703800,ORD-36267076,GUEST-103545,cwilson@example.net,2025-09-25,Changed mind,Refund,95.99,Social Media,ONLINE,Credit Card
RTN-96403941,ORD-50439473,CUST-8581,adam.burke@yahoo.com,2025-09-22,  Damaged in transit  ,Refund,1047.13,Social Media,ONLINE,Credit Card
RTN-37977422,ORD-50439473,CUST-8581,adam.burke@yahoo.com,2025-11-06,arrived damaged,Refund,128.06, Social Media  ,ONLINE,Credit Card
RTN-02356827,ORD-57257246,GUEST-103859,margaretlynch@example.org,2025-09-20,No longer needed,Refund,933.2,Ebay,ONLINE,PayPal
RTN-68150997,ORD-10088608,GUEST-100615,gwolf@example.com,2025-12-26,Damaged in transit,Refund,46.77,Web,ONLINE,Credit Card
RTN-82781492,ORD-98788526,CUST-10469,alexa.brown@yahoo.com,2025-10-09,Item arrived late,Refund,163.67,Web,ONLINE,ACH
RTN-98082694,ORD-28883409,CUST-10918,christine.cisneros@yahoo.com,2025-10-09,Wrong item,Refund,743.95,  Phone  ,CSR-0014,Credit Card
RTN-53206071,ORD-41270409,CUST-6990,charles.meyer@gmail.com,2025-10-18,Damaged in transit,  Refund  ,401.88,Ebay,ONLINE,Credit Card
RTN-51174593,ORD-16740003,CUST-7175,gina.carter@yahoo.com,2025-11-22,Changed mind,Refund,52.53,WEB,ONLINE,Credit Card
RTN-47468916,ORD-57881304,CUST-5927,mary.russell@hotmail.com,2025-11-05,No longer needed, refund  ,5667.45,Social Media,ONLINE,Credit Card
RTN-53748088,ORD-37365861,CUST-8258,christine.salas@yahoo.com,2025-10-01,Changed mind,Refund,1388.78,Web,ONLINE,Credit Card
RTN-31589860,ORD-78662884,GUEST-101378,martinmichelle@example.com,2025-10-11,No longer needed,Refund,461.24,Social Media,ONLINE,Credit Card
RTN-20216624,ORD-77981495,CUST-6461,joseph.sparks@hotmail.com,2025-10-11,Found A Better Price,Refund,648.58,Social Media,ONLINE,Credit Card
RTN-33073626,ORD-21669700,GUEST-102226,samanthadeleon@example.net,2026-02-06,Arrived damaged,Refund,848.58,Web,ONLINE,Credit Card
RTN-09927595,ORD-70574188,CUST-6785,sara.roman@yahoo.com,2025-10-23,Damaged in transit,Refund,481.95,Social Media,ONLINE,PayPal
RTN-76365044,ORD-97784873,CUST-6502,austin.vaughn@hotmail.com,2025-10-15,Found a better price,Refund,2688.4,Web,ONLINE,Credit Card
RTN-94737025,ORD-27586145,GUEST-100792,haleyreyes@example.net,2025-10-06,Damaged in transit,Refund,858.26,Web,ONLINE,Credit Card
RTN-51903602,ORD-57471958,GUEST-101837,kimberly32@example.net,2025-10-24,Defective,Refund,444.16,web,ONLINE,Apple Pay
RTN-66492380,ORD-96312725,CUST-6998,monica.cohen@hotmail.com,2025-10-08,Arrived damaged,Refund,5112.08,web,ONLINE,Credit Card
RTN-99090663,ORD-96312725,CUST-6998,monica.cohen@hotmail.com,2025-10-20,Wrong item,Refund,0.0,Web,ONLINE,Credit Card
RTN-32595521,ORD-83527518,CUST-6492,daniel.pearson@gmail.com,2025-10-19,No longer needed,Refund,1100.54,NewEgg,ONLINE,PayPal
RTN-77876903,ORD-64786272,CUST-7982,tamara.tate@yahoo.com,2025-09-30,Item arrived late,Refund,400.98,Phone,CSR-0009,Apple Pay
RTN-23133084,ORD-31512624,CUST-6277,shane.ashley@gmail.com,2025-10-06,Defective,Refund,1300.56,Ebay,ONLINE,Credit Card
RTN-36801257,ORD-14625986,CUST-6510,javier.johnson@gmail.com,2025-10-13,No longer needed,Refund,639.03,Phone,CSR-0015,Credit Card
RTN-11735250,ORD-68045634,GUEST-103434,loriphillips@example.net,2026-05-11,Item arrived late,Refund,729.06,Social Media,ONLINE,PayPal
RTN-92594373,ORD-68045634,GUEST-103434,loriphillips@example.net,2026-06-05,Wrong item,Refund,0.0,Social Media,ONLINE,PayPal
RTN-75540782,ORD-11973028,GUEST-103396,barkerkevin@example.com,2025-10-18,ARRIVED DAMAGED,Refund,105.66,Social Media,ONLINE,Apple Pay
RTN-55235425,ORD-96681061,CUST-7115,darrell.gutierrez@gmail.com,2025-10-15,No longer needed,Refund,1582.22,Phone,CSR-0003,Credit Card
RTN-31915720,ORD-20139334,CUST-9871,travis.myers@gmail.com,2025-10-15,Product did not match description,Refund,1537.6,Web,ONLINE,Credit Card
RTN-67302422,ORD-80743772,CUST-8397,mason.little@hotmail.com,2025-10-22,Damaged in transit,Refund,2644.73,Social Media,ONLINE,Credit Card
RTN-02292183,ORD-83647742,CUST-9010,arthur.taylor@hotmail.com,2025-11-03, Wrong item  ,Refund,729.28,Ebay,ONLINE,Credit Card
RTN-08099639,ORD-04444007,CUST-6874,bethany.green@yahoo.com,2025-12-13,Item arrived late,Refund,425.17,Web,ONLINE,Credit Card
RTN-92333471,ORD-70890755,CUST-7901,bill.rodriguez@gmail.com,2025-12-06,Wrong item, Refund  ,1836.54,Social Media,ONLINE,Credit Card
RTN-04614127,ORD-68266477,GUEST-102208,currydavid@example.com,2025-10-21,Found a better price,Refund,702.2,Phone,CSR-0013,Credit Card
RTN-76403210,ORD-21747713,CUST-6130,andrew.kerr@yahoo.com,2025-10-16,Item arrived late,Refund,1832.13,Social Media,ONLINE,Credit Card
RTN-36641445,ORD-88228115,GUEST-102246,glewis@example.net,2025-10-10,Found a better price,Refund,1113.26,Social Media,ONLINE,PayPal
RTN-37141894,ORD-92407895,CUST-8370,andrea.thomas@gmail.com,2025-10-19,Arrived damaged,Refund,517.88,Phone,CSR-0012,Credit Card
RTN-49970886,ORD-92407895,CUST-8370,andrea.thomas@gmail.com,2025-11-07,Wrong item,Refund,0.0,Phone,CSR-0012,Credit Card
RTN-63881532,ORD-48465156,GUEST-102878,jennifer03@example.net,2025-10-30,Product did not match description,Refund,964.5,Web,ONLINE,PayPal
RTN-85151632,ORD-25871456,CUST-6246,michael.bell@hotmail.com,2025-10-24,Damaged in transit,Refund,388.9,Ebay,ONLINE,ACH
RTN-56664386,ORD-78997843,CUST-5433,alex.browning@gmail.com,2025-10-18,No longer needed,REFUND,1484.86,Social Media,ONLINE,PayPal
RTN-90523486,ORD-83737264,GUEST-100105,richardsongina@example.com,2025-11-03,Item arrived late,Refund,736.87,Web,ONLINE,Credit Card
RTN-42001598,ORD-19472156,CUST-6405,nicholas.walls@hotmail.com,2025-11-08,Arrived damaged,Refund,1180.9, Ebay  ,ONLINE,Credit Card
RTN-59763027,ORD-25120875,CUST-8605,nicholas.hammond@gmail.com,2025-11-06,Changed mind,Refund,27.09,Social Media,ONLINE,Credit Card
RTN-63442858,ORD-36546948,CUST-7423,theresa.navarro@hotmail.com,2025-10-21,Damaged in transit,Refund,181.46,Social Media,ONLINE,Credit Card
RTN-08689575,ORD-36546948,CUST-7423,theresa.navarro@hotmail.com,2025-11-19,Found a better price,Refund,0.0,Social Media,ONLINE,Credit Card
RTN-12721940,ORD-13454448,CUST-8202,joshua.wilson@hotmail.com,2025-11-06,no longer needed,Refund,1385.14,Social Media,ONLINE,Credit Card
RTN-84847492,ORD-47513408,CUST-6909,anna.lopez@gmail.com,2025-11-01,No longer needed,Refund,882.34,  Social Media  ,ONLINE,Credit Card
RTN-59891972,ORD-04166586,CUST-10535,katie.keith@yahoo.com,2025-10-20,Item arrived late,Refund,1319.81,Phone,CSR-0001,Credit Card
RTN-71283384,ORD-04166586,CUST-10535,katie.keith@yahoo.com,2025-11-18,Item arrived late,Refund,576.06,Phone,CSR-0001,Credit Card
RTN-43786137,ORD-13803137,CUST-9657,monica.kelly@yahoo.com,2025-10-22,DAMAGED IN TRANSIT,Refund,203.38,Social Media,ONLINE,Apple Pay
RTN-70464384,ORD-34950484,GUEST-102451,clarkroger@example.net,2025-12-23,No longer needed,Refund,140.22,Web,ONLINE,Credit Card
RTN-94245722,ORD-18894491,GUEST-103021,sandersjohn@example.org,2025-10-31,Damaged in transit,Refund,1144.08,Web,ONLINE,Apple Pay
RTN-43634392,ORD-72630135,CUST-9551,amber.williams@gmail.com,2025-11-15,No longer needed,Refund,2377.99,Web,ONLINE,Apple Pay
RTN-35069167,ORD-37472179,CUST-8543,wendy.moses@hotmail.com,2025-10-23, Item arrived late ,Refund,645.9,Web,ONLINE,Apple Pay
RTN-23745010,ORD-54725149,CUST-10539,barry.barnes@hotmail.com,2026-01-05, Found a better price ,Refund,833.28,Web,ONLINE,Credit Card
RTN-37979125,ORD-15261181,CUST-9504,brittany.green@hotmail.com,2025-10-25,Found a better price,Refund,51.2,Web,ONLINE,Credit Card
RTN-13552797,ORD-38911227,CUST-7152,gail.stone@gmail.com,2025-11-10,Defective,REFUND,458.49,Web,,PayPal
RTN-38839941,ORD-25393933,CUST-6595,stephanie.barrett@hotmail.com,2025-10-22,Arrived damaged,Refund,841.44,Web,ONLINE,Credit Card
RTN-46782986,ORD-32924263,CUST-8257,hunter.west@yahoo.com,2025-11-21,Defective,  Refund  ,4027.56,  Web ,ONLINE,Credit Card
RTN-11731186,ORD-69863877,GUEST-103629,benjamin26@example.org,2025-10-24, No longer needed ,Refund,206.2,NewEgg,ONLINE,Credit Card
RTN-05859113,ORD-49235638,CUST-7435,courtney.glenn@hotmail.com,2025-11-11,No longer needed,Refund,60.34,NewEgg,ONLINE,Credit Card
RTN-77185174,ORD-49235638,CUST-7435,courtney.glenn@hotmail.com,2025-11-19,Product did not match description,Refund,0.0,NewEgg,ONLINE,Credit Card
RTN-14637597,ORD-24383655,CUST-10886,james.charles@hotmail.com,2025-12-26,No longer needed,Refund,873.09,Social Media,ONLINE,ACH
RTN-82297424,ORD-93684715,GUEST-103996,keithbrown@example.net,2025-11-25,Damaged in transit,Refund,683.64,Web,ONLINE,PayPal
RTN-67598882,ORD-93684715,GUEST-103996,keithbrown@example.net,2025-12-19,product did not match description, Refund  ,0.0,Web,ONLINE,PayPal
RTN-34582736,ORD-70420178,CUST-9705,scott.costa@gmail.com,2025-11-12,Item arrived late,Refund,1573.29,Phone,CSR-0017,Credit Card
RTN-36003551,ORD-68408430,CUST-5595,desiree.williams@hotmail.com,2025-11-06,damaged in transit,Refund,1087.73,Ebay,ONLINE,Credit Card
RTN-64044831,ORD-68408430,CUST-5595,desiree.williams@hotmail.com,2025-12-01,Changed mind,Refund,0.0,Ebay,ONLINE,Credit Card
RTN-33584916,ORD-28474570,GUEST-101741,ubrown@example.org,2025-11-26,Wrong item,Refund,748.2,Social Media,ONLINE,Credit Card
RTN-00577905,ORD-73222704,CUST-7593,wesley.guerrero@gmail.com,2026-01-20,Product did not match description,Refund,670.14,Phone,,Apple Pay
RTN-26392173,ORD-84993665,CUST-10212,paul.brown@hotmail.com,2025-11-25,Defective,Refund,5935.3,Phone,CSR-0009,Credit Card
RTN-11339439,ORD-76289332,CUST-8001,rachel.johnson@yahoo.com,2025-11-28,Item arrived late,Refund,1550.96, Social Media ,ONLINE,PayPal
RTN-74397831,ORD-76289332,CUST-8001,rachel.johnson@yahoo.com,2025-12-02,Wrong item,Refund,174.2,Social Media,ONLINE,PayPal
RTN-25218981,ORD-44215543,CUST-11068,stephen.reyes@yahoo.com,2025-12-20,Product did not match description,Refund,205.61,Phone,CSR-0010,Google Pay
RTN-83734781,ORD-61555650,CUST-9730,shirley.wagner@gmail.com,2025-11-10,Item arrived late,Refund,572.93,NewEgg,ONLINE,PayPal
RTN-53463623,ORD-96677185,CUST-6147,christopher.munoz@hotmail.com,2025-12-29,No longer needed,Refund,284.28,Ebay,ONLINE,PayPal
RTN-86732480,ORD-16932146,GUEST-102079,davisjaclyn@example.net,2026-01-07,Damaged in transit,Refund,1325.27,Web,ONLINE,Credit Card
RTN-24415787,ORD-16932146,GUEST-102079,davisjaclyn@example.net,2026-01-23,Arrived damaged,Refund,0.0,Web,ONLINE,Credit Card
RTN-50816947,ORD-43910411,CUST-10795,david.baker@yahoo.com,2026-05-31,Defective,Refund,263.48,Web,ONLINE,Credit Card
RTN-71919114,ORD-89034587,CUST-10761,brendan.malone@gmail.com,2025-11-23,Item arrived late,Refund,115.37,Phone,CSR-0008,Credit Card
RTN-44223570,ORD-96800408,CUST-6147,christopher.munoz@hotmail.com,2025-11-18,Defective,Refund,769.62,Web,ONLINE,Credit Card
RTN-48053553,ORD-08079214,CUST-10706,zachary.blevins@hotmail.com,2025-12-23,Defective,Refund,1559.19,Web,ONLINE,Credit Card
RTN-60855795,ORD-99974118,CUST-10423,lee.brown@gmail.com,2025-11-12,Item arrived late,Refund,2004.75,Web,ONLINE,Credit Card
RTN-67321216,ORD-17726111,CUST-10399,danielle.morrison@gmail.com,2025-11-10,Wrong item,Refund,1958.14,Web,ONLINE,Credit Card
RTN-94535928,ORD-17726111,CUST-10399,danielle.morrison@gmail.com,2025-11-20,Found a better price,Refund,0.0,Web,ONLINE,Credit Card
RTN-83515578,ORD-48073188,CUST-7648,william.butler@yahoo.com,2025-11-18,Found a better price,Refund,790.93,Web,ONLINE,Credit Card
RTN-26444344,ORD-11925335,CUST-6710,diana.shah@yahoo.com,2026-01-14,Product did not match description,Refund,1322.99,Ebay,ONLINE,ACH
RTN-48953946,ORD-61800843,GUEST-103994,timothywest@example.org,2025-11-14,Wrong item,Refund,489.13,Phone,CSR-0011,Credit Card
RTN-63144050,ORD-59863165,CUST-5151,eric.white@hotmail.com,2025-12-01,Arrived damaged,Refund,539.38,Ebay,ONLINE,ACH
RTN-29523271,ORD-59863165,CUST-5151,eric.white@hotmail.com,2025-12-05,No longer needed,Refund,0.0,Ebay,ONLINE,ACH
RTN-17257541,ORD-56957372,CUST-10738,charlene.cruz@gmail.com,2025-12-10,Item arrived late,Refund,1650.04,Phone,CSR-0001,Credit Card
RTN-05001535,ORD-12665310,GUEST-101802,martinbrenda@example.net,2025-11-24,Defective,Refund,269.88,Web,ONLINE,Credit Card
RTN-95351588,ORD-12582223,CUST-6235,carolyn.turner@hotmail.com,2025-11-19,Defective,REFUND,1071.48,Phone,CSR-0017,Credit Card
RTN-05747882,ORD-38971895,CUST-9248,kathleen.powers@yahoo.com,2025-12-06,Item arrived late,Refund,851.11,Web,ONLINE,Credit Card
RTN-36204654,ORD-41125089,GUEST-103003,mcmahonnancy@example.net,2025-11-15,WRONG ITEM,Refund,1577.85,Web,ONLINE,Google Pay
RTN-80974380,ORD-41125089,GUEST-103003,mcmahonnancy@example.net,2026-01-10,Wrong item,Refund,0.0,Web,ONLINE,Google Pay
RTN-11059470,ORD-52572738,CUST-6323,molly.davenport@hotmail.com,2025-12-06,Item arrived late,  Refund  ,766.25, Web ,ONLINE,Credit Card
RTN-90842916,ORD-38312381,CUST-10682,richard.thomas@yahoo.com,2026-01-04,Product did not match description,Refund,190.68,Phone,CSR-0015,PayPal
RTN-47850061,ORD-53014582,GUEST-102915,icook@example.com,2025-11-17,Arrived damaged,Refund,1427.43,Web,ONLINE,Credit Card
RTN-31333536,ORD-45058034,CUST-10579,eric.larsen@gmail.com,2025-11-12,No longer needed, Refund ,5775.37,Web,ONLINE,Credit Card
RTN-17742925,ORD-86839122,CUST-6323,molly.davenport@hotmail.com,2025-11-14,Changed mind,Refund,386.87,Social Media,ONLINE,PayPal
RTN-36420582,ORD-82746588,CUST-9904,alison.knox@hotmail.com,2025-12-04,No longer needed,Refund,2616.74, Social Media  ,ONLINE,Apple Pay
RTN-73582756,ORD-91322937,CUST-7063,julie.campbell@yahoo.com,2025-12-05,Defective,Refund,532.7,Social Media,ONLINE,Apple Pay
RTN-92021062,ORD-69219291,CUST-8798,christopher.alexander@yahoo.com,2025-12-10,No longer needed,Refund,765.32,Web,ONLINE,Credit Card
RTN-28331035,ORD-72660254,CUST-9334,mary.lee@hotmail.com,2025-12-11,No longer needed,Refund,370.7,Web,ONLINE,PayPal
RTN-26961629,ORD-72660254,CUST-9334,mary.lee@hotmail.com,2026-03-01,Defective,Refund,311.84,Web,ONLINE,PayPal
RTN-57882667,ORD-62929827,CUST-9313,michael.thomas@gmail.com,2025-11-17,Item arrived late,Refund,465.16,Web,ONLINE,Credit Card
RTN-89850594,ORD-76864653,CUST-6126,john.johnson@hotmail.com,2025-11-18,Defective,Refund,3689.54,Web,ONLINE,Credit Card
RTN-04378655,ORD-76864653,CUST-6126,john.johnson@hotmail.com,2025-11-26, Wrong item  ,Refund,0.0,Web,ONLINE,Credit Card
RTN-80563838,ORD-29104511,CUST-9429,lauren.barron@gmail.com,2025-11-25,Arrived damaged,Refund,1520.85,NewEgg,ONLINE,PayPal
RTN-69723851,ORD-02360810,CUST-9052,susan.rogers@yahoo.com,2025-11-16,Damaged in transit,Refund,811.61,Web,ONLINE,Credit Card
RTN-64995267,ORD-02360810,CUST-9052,susan.rogers@yahoo.com,2025-12-04,Item arrived late,Refund,0.0, Web ,ONLINE,Credit Card
RTN-20470716,ORD-43254273,CUST-5561,rachel.freeman@gmail.com,2026-01-21,Item arrived late,Refund,1813.24,Social Media,ONLINE,Credit Card
RTN-82520259,ORD-43254273,CUST-5561,rachel.freeman@gmail.com,2026-02-27,Changed mind,Refund,222.78,Social Media,ONLINE,Credit Card
RTN-20181249,ORD-51533856,CUST-10987,scott.pruitt@yahoo.com,2025-11-21,Defective,Refund,1257.1,Web,ONLINE,Credit Card
