customer_id,first_name,last_name,email,phone_number,signup_date,gender,age,is_guest,customer_status,signup_channel,loyalty_tier,initial_loyalty_tier,email_verified,marketing_opt_in,mailing_address,billing_address,loyalty_enrollment_date,clv_bucket
CUST-6825,Jeffrey,Jones,jeffrey.jones@hotmail.com,545-759-0365,2026-04-05,Female,67.0,False,Active,Website,Bronze,Silver,True,False,"482 Moore Drives Apt. 546, Stephanieview, NM 49791","482 Moore Drives Apt. 546, Stephanieview, NM 49791",2026-04-07,Low
CUST-6826,Julie,Martinez,julie.martinez@yahoo.com,001-476-417-4790x455,2025-07-10,Unknown,20.0,False,Inactive,Phone,Bronze,Bronze,True,False,"Unit 4237 Box 2466, DPO AA 50829","Unit 4237 Box 2466, DPO AA 50829",2025-07-11,Low
CUST-6827,Nicholas,Perez,nicholas.perez@gmail.com,+1-260-334-8973x116,2026-01-20,Male,37.0,False, Active ,Website,Bronze,,True,True,"059 Green Drive, Keithmouth, ND 07395","059 Green Drive, Keithmouth, ND 07395",,Low
CUST-6828,Steven,Daugherty,steven.daugherty@gmail.com,001-586-880-8835x855,2026-01-27,Male,25.0,False,Active,Social Media,Platinum,Gold,True,False,"99521 Kelsey Route Suite 424, North Michaelview, IL 84298","99521 Kelsey Route Suite 424, North Michaelview, IL 84298",2026-03-31,High
CUST-6829,Jessica,Charles,jessica.charles@gmail.com,(982)875-6849x7850,2025-07-26,Unknown,42.0,False,Active,Phone,Bronze,Silver,True,False,"875 Andrews Trail Suite 425, Sandrashire, SD 08080","875 Andrews Trail Suite 425, Sandrashire, SD 08080",2025-11-14,Low
CUST-6830,Amy,Powell,amy.powell@yahoo.com,494.951.1932x46719,2025-05-15,Male,21.0,False,Active,Website,Platinum,,True,True,"PSC 7253, Box 0815, APO AP 01248","PSC 7253, Box 0815, APO AP 01248",,High
CUST-6831,Melanie,Bell,melanie.bell@gmail.com,(632)809-3613x014,2025-06-13,Unknown,20.0,False,Active,email,Gold,Silver,True,False,"1002 Oneill Row, Leeland, AS 73834","1002 Oneill Row, Leeland, AS 73834",2026-03-12,Medium
CUST-6832,Paul,Norman,paul.norman@gmail.com,(589)240-1171,2025-05-19,Female,57.0,False,Active,Website,Bronze,Silver,True,True,"729 Jones Centers, South Trevor, NC 02363","729 Jones Centers, South Trevor, NC 02363",2025-08-19,Low
CUST-6833,Theresa,Pham,theresa.pham@gmail.com,959.927.4601x006,2025-08-06,Unknown,44.0,False,Active,email,Bronze,Bronze,True,False,"97184 Bass Ramp Apt. 877, South Javier, SC 14339","97184 Bass Ramp Apt. 877, South Javier, SC 14339",2026-02-19,Low
CUST-6834,Nicholas,Smith,nicholas.smith@yahoo.com,470.407.0010,2025-06-26,Male,40.0,False,Inactive,Phone,Platinum,Silver,False,False,"701 David Roads, Jamesland, ND 01639","701 David Roads, Jamesland, ND 01639",2025-07-30,High
CUST-6835,Regina,Gross,regina.gross@hotmail.com,949.310.6769,2025-08-25,Unknown,63.0,False,Active,Social Media,Bronze,Gold,False,False,"68390 Davis Summit, North Sandraland, WV 72073","68390 Davis Summit, North Sandraland, WV 72073",2026-04-15,Low
CUST-6836,Patrick,Mejia,patrick.mejia@hotmail.com,686-816-7211x70254,2026-03-30,Female,18.0,False,Inactive,Website,Silver,Gold,True,False,"9411 Perez Fall, Lake Edward, DE 74873","9411 Perez Fall, Lake Edward, DE 74873",2026-04-06,Low
CUST-6837,Aaron,Beard,aaron.beard@yahoo.com,(342)963-3523,2025-12-29,Unknown,65.0,False,Active,Website,Bronze,Silver,True,False,"42182 Bass Greens, West Heatherstad, RI 43582","42182 Bass Greens, West Heatherstad, RI 43582",2026-01-13,Low
CUST-6838,Robert,Coleman,robert.coleman@hotmail.com,244.282.2878x073,2025-10-15,Female,45.0,False,Active,email,Bronze,Bronze,False,False,"771 Eric Drives Apt. 613, North Joe, WI 69184","771 Eric Drives Apt. 613, North Joe, WI 69184",2026-02-16,Low
CUST-6839,Katherine,Kim,katherine.kim@hotmail.com,(802)696-4991x0471,2026-03-18,Male,33.0,False,Active,Website,Bronze,Bronze,True,False,"PSC 4963, Box 0966, APO AA 59367","PSC 4963, Box 0966, APO AA 59367",2026-04-16,Low
CUST-6840,Julie,Lewis,julie.lewis@gmail.com,673.622.7665x48427,2026-03-17,Male,43.0,False,Active,Website,Bronze,Silver,True,True,"5844 Cooper Mountain Apt. 371, Jamesburgh, NH 66297","5844 Cooper Mountain Apt. 371, Jamesburgh, NH 66297",2026-03-31,Low
CUST-6841,Melissa,Hall,melissa.hall@yahoo.com,594-753-8823x23453,2026-04-04,Unknown,59.0,False, Active ,Website,Silver,Silver,False,False,"Unit 4540 Box 3002, DPO AP 13624","Unit 4540 Box 3002, DPO AP 13624",2026-04-11,Medium
CUST-6842,Maureen,Mendez,maureen.mendez@gmail.com,933-976-1915,2026-01-22,Male,56.0,False,Active,Phone,Bronze,Platinum,True,False,"89657 Turner Roads, Lake Adam, WY 29478","89657 Turner Roads, Lake Adam, WY 29478",2026-03-31,Low
CUST-6843,Mary,Lewis,mary.lewis@yahoo.com,994.828.1158,2026-01-15,Unknown,47.0,False,Active,Website,Bronze,Silver,True,False,"Unit 1411 Box 1581, DPO AP 50367","Unit 1411 Box 1581, DPO AP 50367",2026-03-17,Low
CUST-6844,Benjamin,Mays,benjamin.mays@hotmail.com,400-994-4300,2025-04-28,Female,19.0,False,Active,Website,Bronze,Silver,False,False,"3975 Mike Mill, North Monica, MN 08936","3975 Mike Mill, North Monica, MN 08936",2026-01-25,Low
CUST-6845,Glen,Boyer,glen.boyer@gmail.com,(976)331-1431x0753,2025-06-18,Female,39.0,False, Active ,Social Media,Bronze,Gold,True,False,"65694 Sean Loop, New Alan, SC 69463","65694 Sean Loop, New Alan, SC 69463",2026-01-02,Low
CUST-6846,William,Reese,william.reese@yahoo.com,542.689.5405x8474,2026-02-12,Male,69.0,False,Active,Phone,Platinum,Platinum,True,True,"64293 Laura Skyway Suite 614, New Jessica, MP 95896","64293 Laura Skyway Suite 614, New Jessica, MP 95896",2026-03-28,High
CUST-6847,Sharon,Hernandez,sharon.hernandez@gmail.com,9147996117,2026-01-10,Female,59.0,False,Active,Website,Bronze,,True,False,"89724 Montoya Mount Apt. 245, Heathertown, VA 85858","89724 Montoya Mount Apt. 245, Heathertown, VA 85858",,Low
CUST-6848,Mary,Johnson,mary.johnson@hotmail.com,+1-525-353-9525x6377,2026-02-14,Female,49.0,False,Active,email,Platinum,Platinum,True,True,"90579 Cruz Crossroad Suite 923, New Matthew, IA 96312","90579 Cruz Crossroad Suite 923, New Matthew, IA 96312",2026-03-21,High
CUST-6849,James,Thomas,james.thomas@yahoo.com,001-621-551-5694,2025-06-27,Male,24.0,False,Inactive,email,Bronze,,True,False,"45870 Jeffrey Court Apt. 175, South Johnborough, MN 73532","45870 Jeffrey Court Apt. 175, South Johnborough, MN 73532",,Low
CUST-6850,Jason,Coleman,jason.coleman@yahoo.com,431.861.2099,2025-11-02,Unknown,35.0,False,Active,Social Media,Bronze,,True,True,"71359 Michael Square Apt. 054, West Ryan, VA 63927","71359 Michael Square Apt. 054, West Ryan, VA 63927",,Low
CUST-6851,Nicholas,Watkins,nicholas.watkins@hotmail.com,+1-528-556-8594x4164,2025-10-09,Unknown,44.0,False,Active,Website,Bronze,Bronze,False,False,"427 Rivera Island Apt. 672, Lake Brittanystad, AZ 50810","427 Rivera Island Apt. 672, Lake Brittanystad, AZ 50810",2025-11-26,Low
CUST-6852,Heather,Glover,heather.glover@hotmail.com,463.423.5185,2025-07-11,Unknown,49.0,False,Active,Social Media,Bronze,,True,True,"56854 George Summit, North April, MO 94423","56854 George Summit, North April, MO 94423",,Low
CUST-6853,Deborah,Carter,deborah.carter@yahoo.com,+1-354-643-0074x57774,2025-10-30,Male,46.0,False,Active,email,Bronze,Bronze,True,False,"5613 Mary Street, Port Christine, NV 10794","5613 Mary Street, Port Christine, NV 10794",2026-03-25,Low
CUST-6854,Jeffrey,Glover,jeffrey.glover@gmail.com,001-963-205-7578x660,2026-04-08,Male,69.0,False,Active,Social Media,Bronze,Silver,True,True,"PSC 5183, Box 1633, APO AE 48589","PSC 5183, Box 1633, APO AE 48589",2026-04-09,Low
CUST-6855,William,Ortiz,william.ortiz@yahoo.com,001-632-564-7414x1240,2025-10-21,Unknown,21.0,False,Inactive,Phone,Platinum,Platinum,True,True,"76660 Johnston Spring Suite 085, South Christopher, AR 55664","76660 Johnston Spring Suite 085, South Christopher, AR 55664",2025-12-25,High
CUST-6856,David,Lewis,david.lewis@hotmail.com,001-527-319-1899,2025-09-18,Unknown,22.0,False,Active,Website,Gold,Bronze,True,False,"359 Williams Avenue Apt. 820, Garciaborough, NC 72774","359 Williams Avenue Apt. 820, Garciaborough, NC 72774",2026-03-22,Medium
CUST-6857,Robert,Smith,robert.smith@hotmail.com,875-976-0180,2025-11-16,Unknown,50.0,False,Active,Website,Bronze,Bronze,True,False,"USCGC Hutchinson, FPO AE 13126","USCGC Hutchinson, FPO AE 13126",2026-01-23,Low
CUST-6858,Monica,Rogers,monica.rogers@hotmail.com,677-531-3197,2026-03-17,Female,49.0,False,Active,Website,Bronze,Bronze,False,False,"226 Kevin Tunnel Apt. 528, East William, PW 53415","226 Kevin Tunnel Apt. 528, East William, PW 53415",2026-03-30,Low
CUST-6859,Connie,Morgan,connie.morgan@yahoo.com,591.872.7154,2025-07-03,Male,51.0,False,Active,Website,Bronze,Silver,False,False,"76255 Stephanie Manors Suite 118, West Samuel, FM 56057","76255 Stephanie Manors Suite 118, West Samuel, FM 56057",2026-01-05,Low
CUST-6860,Thomas,Frey,thomas.frey@yahoo.com,+1-387-957-4465x4482,2026-03-15,Male,37.0,False,Active,Website,Platinum,Silver,False,True,"341 Kristen Burg, East Justin, AL 94034","341 Kristen Burg, East Justin, AL 94034",2026-03-31,High
CUST-6861,Matthew,Clark,matthew.clark@hotmail.com,(650)686-5699x6387,2026-01-15,Female,64.0,False,Inactive,Website,Platinum,,True,True,"25588 Mullen Harbors, Port Michaelborough, WI 09036","25588 Mullen Harbors, Port Michaelborough, WI 09036",,High
CUST-6862,Cheryl,Hardy,cheryl.hardy@hotmail.com,566.556.2067x039,2026-02-15,Male,70.0,False, Active  ,Website,Bronze,Silver,True,True,"34125 Danielle Path Apt. 410, Woodmouth, GU 18240","34125 Danielle Path Apt. 410, Woodmouth, GU 18240",2026-04-02,Low
CUST-6863,Brenda,Winters,brenda.winters@hotmail.com,001-918-320-0340x93582,2025-07-25,Unknown,27.0,False,Inactive,email,Platinum,Silver,True,True,"Unit 7774 Box 4108, DPO AA 27105","Unit 7774 Box 4108, DPO AA 27105",2026-04-01,High
CUST-6864,Juan,Graham,juan.graham@yahoo.com,684-778-8797,2026-03-23,Female,22.0,False,ACTIVE,email,Silver,Bronze,True,False,"PSC 7320, Box 3106, APO AA 52217","PSC 7320, Box 3106, APO AA 52217",2026-03-23,Low
CUST-6865,Jeanette,Bentley,jeanette.bentley@gmail.com,+1-895-610-8327x8668,2026-03-28,Male,19.0,False,Active,Website,Bronze,Bronze,False,True,"579 Miller Highway Apt. 794, Joneston, MS 77690","579 Miller Highway Apt. 794, Joneston, MS 77690",2026-04-07,Low
CUST-6866,Benjamin,Ramos,benjamin.ramos@yahoo.com,(213)535-2949x576,2025-05-19,Male,70.0,False,Active,Website,Bronze,Bronze,True,False,"26503 Natalie Dam, Claytonview, WV 22573","26503 Natalie Dam, Claytonview, WV 22573",2025-09-15,Low
CUST-6867,Amy,Ross,amy.ross@gmail.com,001-897-367-6213x545,2025-05-26,Male,33.0,False,Active,Social Media,Bronze,Bronze,True,,"108 Buchanan Roads Apt. 970, Kendraborough, NC 56096","108 Buchanan Roads Apt. 970, Kendraborough, NC 56096",2025-08-06,Low
CUST-6868,Mindy,Reeves,mindy.reeves@yahoo.com,612.200.8590,2025-10-16,Female,45.0,False,Inactive,Website,Platinum,Bronze,True,True,"Unit 3153 Box 8348, DPO AP 76048","Unit 3153 Box 8348, DPO AP 76048",2026-03-06,High
CUST-6869,Isaac,Sanchez,isaac.sanchez@yahoo.com,001-933-813-4241x4718,2026-04-05,Male,53.0,False,Inactive,Website,Bronze,Bronze,True,,"Unit 0241 Box 7036, DPO AP 33469","Unit 0241 Box 7036, DPO AP 33469",2026-04-08,Low
CUST-6870,Christopher,Peterson,christopher.peterson@gmail.com,850.379.6313x2404,2026-03-05,Female,23.0,False,Active,Social Media,Bronze,Silver,True,True,"7942 Corey Via, South Derekview, ND 17983","7942 Corey Via, South Derekview, ND 17983",2026-04-14,Low
CUST-6871,Ryan,Romero,ryan.romero@gmail.com,001-537-385-7717x12199,2025-10-09,Female,47.0,False,Active,Social Media,Bronze,Silver,False,True,"519 Myers Orchard Apt. 457, South Leslieside, MH 90839","519 Myers Orchard Apt. 457, South Leslieside, MH 90839",2026-04-03,Low
CUST-6872,Stacy,Smith,stacy.smith@gmail.com,798.678.0646,2025-06-10,Unknown,24.0,False,Dormant,Website,Platinum,Silver,True,True,"70022 Ray Manors Apt. 445, South William, PR 38540","70022 Ray Manors Apt. 445, South William, PR 38540",2025-12-24,High
CUST-6873,Adrian,Griffith,adrian.griffith@gmail.com,(768)768-7037,2025-10-24,Female,66.0,False,Active,Phone,Platinum,Gold,False,True,"868 Burke Pass, Terryborough, UT 23886","868 Burke Pass, Terryborough, UT 23886",2025-12-05,High
CUST-6874,Bethany,Green,bethany.green@yahoo.com,630-381-3222x5750,2025-08-25,Unknown,43.0,False,Active,Website,Gold,Gold,True,False,"Unit 7854 Box 5765, DPO AE 01058","Unit 7854 Box 5765, DPO AE 01058",2025-12-16,Medium
CUST-6875,Robert,Thomas,robert.thomas@hotmail.com,277-260-3828x071,2025-05-28,Male,57.0,False,active,email,Bronze,Bronze,False,True,"4350 Massey Island Suite 731, Kaylaberg, TN 56068","4350 Massey Island Suite 731, Kaylaberg, TN 56068",2025-09-25,Low
CUST-6876,Katie,Sanchez,katie.sanchez@gmail.com,001-438-776-8838x6898,2025-09-22,Male,52.0,False,Active,Website,Platinum,Gold,False,False,"864 Cristina Shoal Apt. 996, Morrisonbury, WV 80823","864 Cristina Shoal Apt. 996, Morrisonbury, WV 80823",2026-02-20,High
CUST-6877,Jessica,Ward,jessica.ward@gmail.com,001-298-506-8496,2025-11-27,Female,35.0,False,Inactive,Website,Platinum,Platinum,False,False,"86816 White Divide Apt. 507, South Amy, NM 31020","86816 White Divide Apt. 507, South Amy, NM 31020",2026-01-21,High
CUST-6878,Michael,Weaver,michael.weaver@yahoo.com,(826)962-8107,2025-09-20,Male,59.0,False,Active,Website,Bronze,Bronze,True,False,"USNV Thompson, FPO AP 95488","USNV Thompson, FPO AP 95488",2025-12-03,Low
CUST-6879,Patricia,Perez,patricia.perez@gmail.com,(537)540-6242x610,2025-10-20,Female,24.0,False,Active,Website,Bronze,Silver,True,True,"673 Jones Cliff Apt. 597, Rebeccahaven, WY 75757","673 Jones Cliff Apt. 597, Rebeccahaven, WY 75757",2025-12-19,Low
CUST-6880,Sheryl,Bonilla,sheryl.bonilla@gmail.com,276-239-8572x685,2025-12-10,Female,36.0,False,Active,Website,Gold,Bronze,True,False,"3651 Chan Creek Suite 613, New Kevin, MO 31724","3651 Chan Creek Suite 613, New Kevin, MO 31724",2026-03-04,Medium
CUST-6881,Lance,Campos,lance.campos@hotmail.com,559.875.4345,2026-01-07,Male,57.0,False,Active,Social Media,Bronze,Bronze,False,True,"85800 Hamilton Spur Apt. 450, Calvinview, RI 04263","85800 Hamilton Spur Apt. 450, Calvinview, RI 04263",2026-03-03,Low
CUST-6882,Sarah,Young,sarah.young@gmail.com,8279027507,2026-03-16,Unknown,25.0,False,Active,Social Media,Platinum,Silver,True,True,"07799 Bryant Drive Apt. 264, Crossland, WV 42935","07799 Bryant Drive Apt. 264, Crossland, WV 42935",2026-04-15,High
CUST-6883,Zachary,Salas,zachary.salas@gmail.com,001-707-550-0069x91558,2025-06-13,Unknown,68.0,False,Dormant,Phone,Bronze,Gold,False,False,"938 Penny Coves Suite 538, Bankstown, DE 57496","938 Penny Coves Suite 538, Bankstown, DE 57496",2025-12-29,Low
CUST-6884,Kyle,Wang,kyle.wang@gmail.com,+1-599-351-7699x330,2026-01-01,Male,65.0,False,Active,Website,Platinum,Silver,True,True,"44556 White Falls, North Kevin, ND 81114","44556 White Falls, North Kevin, ND 81114",2026-01-11,High
CUST-6885,Debra,Brown,debra.brown@gmail.com,474.308.1173x06993,2025-06-05,Male,68.0,False,Active,email,Bronze,Silver,True,True,"070 Rojas Spring Suite 951, Port Ryanborough, MT 15177","070 Rojas Spring Suite 951, Port Ryanborough, MT 15177",2025-07-13,Low
CUST-6886,Justin,Ward,justin.ward@gmail.com,650.756.0831x91260,2025-04-29,Male,18.0,False,Active,Website,Gold,Silver,True,False,"789 Taylor Ports, North Kimberly, HI 72917","789 Taylor Ports, North Kimberly, HI 72917",2026-01-03,Medium
CUST-6887,Darlene,Mcmahon,darlene.mcmahon@hotmail.com,(548)274-8705x662,2025-05-27,Unknown,21.0,False,Active,Website,Bronze,Bronze,False,True,"4981 Nelson Bridge Apt. 865, Stephenburgh, MH 65981","4981 Nelson Bridge Apt. 865, Stephenburgh, MH 65981",2025-11-05,Low
CUST-6888,Kimberly,Walker,kimberly.walker@yahoo.com,7662566050,2026-01-07,Female,65.0,False,Dormant,Website,Bronze,Silver,True,False,"6094 Sims Well, West Alexville, DC 88684","6094 Sims Well, West Alexville, DC 88684",2026-02-03,Low
CUST-6889,Edwin,Bradley,edwin.bradley@hotmail.com,3352219609,2025-12-29,Female,67.0,False,Active,Website,Bronze,Bronze,True,False,"576 Washington Ports Apt. 793, New Kyleview, IN 61012","576 Washington Ports Apt. 793, New Kyleview, IN 61012",2026-03-22,Low
CUST-6890,Dennis,Washington,dennis.washington@gmail.com,+1-581-933-0983x1452,2025-11-10,Female,52.0,False,Inactive,email,Bronze,Silver,True,False,"7142 Lowe Forks Apt. 111, East Samuelchester, WV 88809","7142 Lowe Forks Apt. 111, East Samuelchester, WV 88809",2025-11-27,Low
CUST-6891,Philip,Hodges,philip.hodges@gmail.com,001-758-900-0589x5381,2025-05-08,Male,46.0,False,Active,Website,Bronze,Silver,True,False,"46332 Baker Drives, Robertfurt, MH 72913","46332 Baker Drives, Robertfurt, MH 72913",2025-07-14,Low
CUST-6892,Samantha,Lloyd,samantha.lloyd@hotmail.com,915.314.4661x99541,2025-09-06,Male,18.0,False,Active,Website,Bronze,Bronze,True,False,"54385 Fernandez Points, South Shawnview, RI 95395","54385 Fernandez Points, South Shawnview, RI 95395",2025-10-14,Low
CUST-6893,Michael,Oliver,michael.oliver@yahoo.com,+1-490-423-4423x816,2025-07-13,Male,66.0,False,Active,Website,Gold,Bronze,True,False,"6266 Herrera Lake Suite 553, Robinsonfort, NE 57328","6266 Herrera Lake Suite 553, Robinsonfort, NE 57328",2025-08-21,High
CUST-6894,Donna,Walton,donna.walton@gmail.com,351-931-3561,2025-11-14,Male,59.0,False,Dormant,Social Media,Bronze,Silver,True,True,"491 Davis Lights Apt. 883, Robinsonmouth, ND 08339","491 Davis Lights Apt. 883, Robinsonmouth, ND 08339",2025-12-06,Low
CUST-6895,Kristina,Griffin,kristina.griffin@hotmail.com,(439)417-6196,2025-12-10,Male,45.0,False,ACTIVE,email,Bronze,Silver,True,True,"PSC 2784, Box 7344, APO AA 76213","PSC 2784, Box 7344, APO AA 76213",2026-04-13,Low
CUST-6896,James,Woods,james.woods@hotmail.com,+1-361-575-6577x9906,2026-04-08,Female,47.0,False,Active,email,Platinum,Platinum,True,False,"843 Jason Squares Suite 740, Parkerview, AK 59696","843 Jason Squares Suite 740, Parkerview, AK 59696",2026-04-08,High
CUST-6897,Larry,King,larry.king@gmail.com,(717)406-4914x45337,2026-03-16,Male,31.0,False,Active,email,Gold,Silver,True,True,"51180 Green Island Apt. 924, West Sandrahaven, NE 31551","51180 Green Island Apt. 924, West Sandrahaven, NE 31551",2026-03-27,Medium
CUST-6898,Adrian,Harvey,adrian.harvey@gmail.com,917-381-0907x195,2025-05-27,Unknown,41.0,False,Active,email,Bronze,Silver,True,False,"9146 Noah Hills Apt. 573, South Ronald, NC 35907","9146 Noah Hills Apt. 573, South Ronald, NC 35907",2025-10-06,Low
CUST-6899,Stephanie,Owens,stephanie.owens@hotmail.com,(661)480-8438x8168,2025-06-13,Female,46.0,False, Active ,email,Bronze,Silver,True,True,"1495 Joshua Walks Suite 583, Mathewsfurt, OH 05256","1495 Joshua Walks Suite 583, Mathewsfurt, OH 05256",2025-10-11,Low
CUST-6900,Andrew,Smith,andrew.smith@hotmail.com,9455199081,2025-12-28,Unknown,40.0,False,Active,Website,Bronze,Silver,True,True,"09907 Kristin Stream, Hillmouth, AL 31447","09907 Kristin Stream, Hillmouth, AL 31447",2026-03-12,Low
CUST-6901,Brian,Guerra,brian.guerra@gmail.com,+1-460-859-0473x5352,2026-01-19,Female,41.0,False,Active,Website,Bronze,,True,True,"76327 Gabriel Tunnel, Walkerchester, RI 42965","76327 Gabriel Tunnel, Walkerchester, RI 42965",,Low
CUST-6902,Brenda,Phillips,brenda.phillips@yahoo.com,9606098972,2025-12-16,Unknown,26.0,False,Active,email,Bronze,Bronze,True,False,"9305 Susan Port Suite 345, East Ericastad, AS 81054","9305 Susan Port Suite 345, East Ericastad, AS 81054",2026-03-19,Low
CUST-6903,Helen,Glass,helen.glass@gmail.com,(900)562-8922x38435,2025-10-27,Unknown,29.0,False,Active,Phone,Platinum,Gold,True,True,"43164 Kylie Rest Apt. 365, Collinston, SD 20999","43164 Kylie Rest Apt. 365, Collinston, SD 20999",2026-02-01,High
CUST-6904,Michael,Diaz,michael.diaz@gmail.com,(888)995-6383,2025-06-11,Unknown,29.0,False,Active,Website,Platinum,Gold,True,True,"458 Eric Circles Suite 475, New Joseph, NV 60587","458 Eric Circles Suite 475, New Joseph, NV 60587",2025-11-10,High
CUST-6905,Kristen,White,kristen.white@yahoo.com,883-554-5749x8839,2026-02-17,Male,44.0,False,Active,Website,Bronze,Silver,True,True,"0310 Gary Road Apt. 338, Kellyborough, SD 89667","0310 Gary Road Apt. 338, Kellyborough, SD 89667",2026-04-14,Low
CUST-6906,Michael,Henry,michael.henry@hotmail.com,966-706-8992x4715,2026-01-30,Unknown,31.0,False,Active,Website,Platinum,Silver,True,False,"2543 Cindy Fields, Hannahmouth, HI 08898","2543 Cindy Fields, Hannahmouth, HI 08898",2026-02-01,High
CUST-6907,Harold,Dalton,harold.dalton@yahoo.com,+1-483-823-2854x142,2025-09-05,Unknown,32.0,False,Active,Website,Bronze,Silver,True,False,"80103 Francisco Cove, East Brandi, MN 14474","80103 Francisco Cove, East Brandi, MN 14474",2026-02-16,Low
CUST-6908,Mary,Long,mary.long@hotmail.com,878.680.1159x132,2025-07-17,Unknown,60.0,False,Active,email,Bronze,Platinum,True,True,"2144 Harris Mountains, West Debbieview, MD 16837","2144 Harris Mountains, West Debbieview, MD 16837",2025-09-13,Low
CUST-6909,Anna,Lopez,anna.lopez@gmail.com,471-997-3238x15455,2025-09-06,Male,61.0,False,Active,Website,Platinum,Bronze,True,False,"635 Mcguire Mall, East Jamesfurt, GU 96982","635 Mcguire Mall, East Jamesfurt, GU 96982",2026-03-15,High
CUST-6910,Justin,Archer,justin.archer@hotmail.com,309.799.8689,2025-07-05,Unknown,52.0,False,Active,Website,Bronze,Bronze,True,False,"Unit 8762 Box 6023, DPO AA 56796","Unit 8762 Box 6023, DPO AA 56796",2025-08-18,Low
CUST-6911,Sylvia,Miller,sylvia.miller@hotmail.com,+1-900-524-1551x75863,2025-05-13,Unknown,57.0,False,Inactive,Social Media,Bronze,Silver,False,False,"9699 Elizabeth Coves Apt. 948, Nelsonville, HI 31235","9699 Elizabeth Coves Apt. 948, Nelsonville, HI 31235",2026-02-06,Low
CUST-6912,Martha,Adams,martha.adams@gmail.com,662-910-6514,2025-12-16,Unknown,21.0,False,Active,Social Media,Bronze,Bronze,False,True,"70289 Ortiz Mews, Lambside, MN 71193","70289 Ortiz Mews, Lambside, MN 71193",2026-03-02,Low
CUST-6913,Steven,Berry,steven.berry@gmail.com,+1-589-758-6979,2025-09-05,Male,40.0,False,Active,Website,Bronze,Bronze,True,False,"543 Andrew Knoll Suite 710, Lake Brian, TN 19362","543 Andrew Knoll Suite 710, Lake Brian, TN 19362",2025-12-20,Low
CUST-6914,Katherine,Woodard,katherine.woodard@gmail.com,+1-304-609-9915,2025-11-23,Male,44.0,False,Inactive,Website,Bronze,Gold,True,True,"42314 Hammond Expressway Apt. 258, Williamsberg, SD 01142","42314 Hammond Expressway Apt. 258, Williamsberg, SD 01142",2026-02-11,Low
CUST-6915,Pamela,Jackson,pamela.jackson@yahoo.com,272-654-3924x5396,2026-02-15,Male,70.0,False,Active,Website,Bronze,Gold,False,True,"50850 Jane Spring Suite 742, Stoutchester, KS 09959","50850 Jane Spring Suite 742, Stoutchester, KS 09959",2026-03-15,Low
CUST-6916,Linda,Ross,linda.ross@hotmail.com,627-868-2091x88122,2026-02-21,Female,23.0,False,Active,Website,Bronze,Silver,False,False,"174 Taylor Spring, New Holly, GU 96480","174 Taylor Spring, New Holly, GU 96480",2026-02-25,Low
CUST-6917,Mariah,Parks,mariah.parks@hotmail.com,417-753-3170,2026-03-13,Unknown,62.0,False,Active,email,Platinum,Silver,True,False,"80970 Alan Track Suite 909, Craigstad, VI 13806","80970 Alan Track Suite 909, Craigstad, VI 13806",2026-03-23,High
CUST-6918,Joe,Hines,joe.hines@yahoo.com,+1-272-353-7172,2025-05-25,Unknown,25.0,False,Active,Website,Bronze,Bronze,False,False,"PSC 3797, Box 0860, APO AA 85326","PSC 3797, Box 0860, APO AA 85326",2025-08-20,Low
CUST-6919,James,Escobar,james.escobar@gmail.com,651-496-8394,2025-08-17,Male,55.0,False,  Active  ,Website,Bronze,Silver,False,True,"00325 Johnston Valley, Nelsonview, PW 09302","00325 Johnston Valley, Nelsonview, PW 09302",2025-10-24,Low
CUST-6920,Nicholas,Crawford,nicholas.crawford@gmail.com,(446)735-1452x2823,2025-08-18,Male,41.0,False,Active,Website,Gold,Bronze,True,True,"15430 Wendy Row Suite 913, West Lorimouth, ID 93494","15430 Wendy Row Suite 913, West Lorimouth, ID 93494",2025-11-01,High
CUST-6921,John,Davidson,john.davidson@yahoo.com,(619)370-6406,2026-03-30,Male,27.0,False,active,email,Platinum,Gold,True,False,"529 Farmer Port Apt. 496, Teresamouth, MD 72561","529 Farmer Port Apt. 496, Teresamouth, MD 72561",2026-04-02,High
CUST-6922,Alexis,Ross,alexis.ross@gmail.com,803.549.1410x5269,2025-06-29,Male,46.0,False,Inactive,Phone,Platinum,Platinum,True,False,"4024 Whitney Parkway, North Nicole, NV 44281","4024 Whitney Parkway, North Nicole, NV 44281",2025-08-22,High
CUST-6923,Cheryl,Hamilton,cheryl.hamilton@hotmail.com,567-426-9863x0133,2026-01-26,Female,65.0,False,Inactive,Social Media,Bronze,,,False,"2721 Rhonda Lodge Suite 543, Tuckerhaven, SD 63554","2721 Rhonda Lodge Suite 543, Tuckerhaven, SD 63554",,Low
CUST-6924,Mercedes,Bell,mercedes.bell@yahoo.com,001-875-261-6038x4952,2025-07-16,Female,63.0,False,Active,Phone,Platinum,Gold,False,True,"70267 Carrie Lights, West Melissaport, RI 12824","70267 Carrie Lights, West Melissaport, RI 12824",2025-10-17,High
CUST-6925,Shari,Gilbert,shari.gilbert@hotmail.com,725.278.9088,2026-02-02,Male,64.0,False,Inactive,email,Bronze,Bronze,True,True,"87956 Kurt Corner, New Robinfurt, CA 88635","87956 Kurt Corner, New Robinfurt, CA 88635",2026-02-28,Low
