order_id,total_items,order_date,customer_id,email,order_channel,is_expedited,customer_tier,gross_total,net_total,total_discount_amount,payment_method,shipping_speed,shipping_cost,agent_id,actual_shipping_cost,payment_processing_fee,shipping_address,billing_address,clv_bucket,is_reactivated
ORD-97403152,5,2025-08-11T04:59:39,GUEST-101869,leeerica@example.org,Web,False,Platinum,1206.65,1172.85,33.8,credit card,Standard,5.0,ONLINE,4.01,29.32,"271 Rose Roads, North Annview, DE 81215","271 Rose Roads, North Annview, DE 81215",High,False
ORD-10398879,9,2025-08-11T06:36:37,CUST-9174,wayne.henry@hotmail.com,Web,False,Platinum,3293.95,3025.75,268.2,Credit Card,Overnight,80.0,ONLINE,72.88,75.64,"56219 Stephanie Gardens Suite 426, South Karenview, DC 73885","56219 Stephanie Gardens Suite 426, South Karenview, DC 73885",High,False
ORD-08213592,4,2025-08-11T08:04:44,CUST-6044,kathleen.cross@hotmail.com,Web,True,Platinum,2415.11,2398.34,16.77,Credit Card,Standard,5.0,ONLINE,4.53,59.96,"PSC 1990, Box 3803, APO AA 16393","PSC 1990, Box 3803, APO AA 16393",High,False
ORD-14268175,8,2025-08-11T09:39:31,CUST-9819,barbara.jones@gmail.com,Phone,True,Platinum,2118.22,2089.02,29.2,ACH,Two-Day,45.0,CSR-0001,41.69,20.89,"10365 Karen Camp Suite 835, Chaneychester, SD 40867","10365 Karen Camp Suite 835, Chaneychester, SD 40867",High,False
ORD-32454557,10,2025-08-11T10:51:22,CUST-6656,kathleen.moran@hotmail.com,Web,False,Platinum,4657.58,4560.86,96.72,Credit Card,Standard,5.0,ONLINE,4.21,114.02,"USS Bass, FPO AE 76930","USS Bass, FPO AE 76930",High,False
ORD-51767885,8,2025-08-11T12:20:17,GUEST-100170,blake95@example.org,Web,False,Gold,764.6,723.6,41.0,PayPal,Standard,5.0,ONLINE,4.44,21.71,"7692 Jacob Squares Apt. 375, Kimland, OK 01064","7692 Jacob Squares Apt. 375, Kimland, OK 01064",High,False
ORD-82891565,4,2025-08-11T16:57:12,CUST-8410,connor.burke@yahoo.com,Phone,False,Gold,951.96,951.96,0.0,ACH,Standard,5.0,CSR-0003,3.95,9.52,"2289 Andres Knoll, Port Stephanieton, VA 79093","2289 Andres Knoll, Port Stephanieton, VA 79093",High,False
ORD-52860024,1,2025-08-11T22:28:22,GUEST-100984,egreen@example.com,Web,False,Gold,512.4,454.69,57.71,Apple Pay,Standard,5.0,ONLINE,4.43,9.09,"560 Brandi Plain, Lake Karen, MA 96335","560 Brandi Plain, Lake Karen, MA 96335",Medium,False
ORD-43536769,7,2025-08-11T23:45:52,CUST-5235,jennifer.walls@hotmail.com,Web,False,Platinum,2379.73,2379.73,0.0,Credit Card,Standard,5.0,ONLINE,4.94,59.49,"6547 Devon Rapids, Meganside, VI 41645","6547 Devon Rapids, Meganside, VI 41645",High,False
ORD-14861743,3,2025-08-11T23:52:59,CUST-11053,nicole.jones@yahoo.com,Ebay,False,Platinum,1133.05,1045.54,87.51,Credit Card,Standard,5.0,ONLINE,4.59,26.14,"Unit 9894 Box 7376, DPO AA 49918","Unit 9894 Box 7376, DPO AA 49918",High,False
ORD-52185212,2,2025-08-12T01:52:03,GUEST-103748,tiffanyfarrell@example.com,Web,True,Bronze,45.83,43.25,2.58,CREDIT CARD,Overnight,80.0,ONLINE,63.37,1.08,"81916 Wilkinson Plaza, East Allen, MN 28903","81916 Wilkinson Plaza, East Allen, MN 28903",Low,False
ORD-83901999,5,2025-08-12T02:15:54,CUST-9071,sandra.scott@yahoo.com,Web,True,Platinum,2033.32,2019.39,13.93,Credit Card,Standard,5.0,ONLINE,4.68,50.48,"307 Nicholas Courts, Lake Timothy, OK 98230","307 Nicholas Courts, Lake Timothy, OK 98230",High,False
ORD-02668163,2,2025-08-12T03:00:34,CUST-7110,sheryl.sullivan@yahoo.com,Phone,False,Silver,476.19,476.19,0.0,ACH,Standard,5.0,CSR-0013,4.28,4.76,"38003 Anna Village, South Kara, WA 26548","38003 Anna Village, South Kara, WA 26548",Medium,False
ORD-03196065,6,2025-08-12T03:12:28,CUST-8740,aaron.bowers@hotmail.com,Web,False,Platinum,1427.35,1401.13,26.22,paypal,  Standard  ,5.0,ONLINE,4.0,42.03,"PSC 7456, Box 5899, APO AA 98965","PSC 7456, Box 5899, APO AA 98965",High,False
ORD-27476378,3,2025-08-12T12:39:14,CUST-9155,michelle.shelton@gmail.com,Web,False,Gold,784.73,722.05,62.68,Credit Card,Two-Day,45.0,ONLINE,38.45,18.05,"7164 Herring Bridge Apt. 414, Lake Kyle, MP 75671","7164 Herring Bridge Apt. 414, Lake Kyle, MP 75671",High,False
ORD-96314855,3,2025-08-12T12:53:24,CUST-8452,geoffrey.lyons@hotmail.com,Web,False,Platinum,2111.54,2087.47,24.07,Google Pay,Overnight,80.0,ONLINE,73.64,41.75,"3714 Watts Wells, West Marthaburgh, AZ 78391","3714 Watts Wells, West Marthaburgh, AZ 78391",High,False
ORD-32313994,6,2025-08-12T15:22:49,CUST-9172,nicholas.alvarado@yahoo.com,Web,False,Platinum,1841.95,1801.71,40.24,PayPal,standard,5.0,ONLINE,4.72,54.05,"066 Coleman Forks Apt. 066, Brittanyfurt, PA 02008","066 Coleman Forks Apt. 066, Brittanyfurt, PA 02008",  High  ,False
ORD-05191858,3,2025-08-12T18:01:05,CUST-8162,lisa.freeman@yahoo.com,Phone,False,Gold,990.12,988.61,1.51,Credit Card,Standard,5.0,CSR-0014,4.48,24.72,"913 Kristina Gateway, Fischermouth, OK 21122","913 Kristina Gateway, Fischermouth, OK 21122",High,False
ORD-97904647,5,2025-08-12T18:02:27,CUST-9473,rebecca.martin@gmail.com,Ebay,False,Platinum,2608.19,2391.05,217.14,Credit Card,Standard,5.0,ONLINE,4.73,59.78,"8508 Maxwell Motorway, Port Donald, PA 63467","8508 Maxwell Motorway, Port Donald, PA 63467",High,False
ORD-78637471,10,2025-08-12T18:38:57,CUST-8707,jessica.matthews@yahoo.com,Ebay,True,Platinum,1892.16,1752.52,139.64,Credit Card,Standard,5.0,ONLINE,4.43,43.81,"Unit 9536 Box 8702, DPO AP 69410","Unit 9536 Box 8702, DPO AP 69410",High,False
ORD-33038003,4,2025-08-12T21:09:07,CUST-5266,abigail.king@hotmail.com,Social Media,False,Gold,526.36,526.36,0.0,  credit card  ,Standard,5.0,ONLINE,4.58,13.16,"71837 Maldonado Inlet, Ericton, WA 72535","71837 Maldonado Inlet, Ericton, WA 72535",Medium,False
ORD-70060793,2,2025-08-12T23:12:42,CUST-9408,angela.martinez@yahoo.com,Web,False,Gold,524.79,524.79,0.0,PayPal,Standard,5.0,ONLINE,4.44,15.74,"5457 Larry Stream Apt. 836, Denisemouth, DC 21743","5457 Larry Stream Apt. 836, Denisemouth, DC 21743",Medium,False
ORD-75720110,4,2025-08-13T02:57:06,CUST-10928,christopher.perkins@yahoo.com,Web,False,Gold,529.12,458.93,70.19,Apple Pay,Two-Day,45.0,ONLINE,35.11,9.18,"0640 Brooks Greens, Barbarahaven, NE 15449","0640 Brooks Greens, Barbarahaven, NE 15449",Medium,False
ORD-75733702,5,2025-08-13T10:55:59,CUST-9696,christine.parker@gmail.com,Web,False,Platinum,2193.35,2193.35,0.0,Credit Card,Overnight,80.0,ONLINE,60.55,54.83,"13915 Hays Court, Darleneton, FM 93023","13915 Hays Court, Darleneton, FM 93023",HIGH,False
ORD-27322781,1,2025-08-13T14:28:41,CUST-7453,jeffrey.powers@yahoo.com,Web,False,Silver,127.47,127.47,0.0,PayPal,Overnight,80.0,ONLINE,70.26,3.82,"1310 Crystal Port Suite 886, West Brooke, CT 18943","1310 Crystal Port Suite 886, West Brooke, CT 18943",Low,False
ORD-85874069,6,2025-08-13T18:39:24,GUEST-101618,jtaylor@example.com,Ebay,False,Platinum,1439.14,1416.13,23.01,Credit Card,Two-Day,45.0,ONLINE,34.75,35.4,"6341 Bernard Village Apt. 105, Moorestad, UT 06856","6341 Bernard Village Apt. 105, Moorestad, UT 06856",High,False
ORD-43337511,5,2025-08-13T21:08:19,CUST-10897,jack.dixon@yahoo.com,Web,False,Platinum,1008.26,954.38,53.88,ACH,Standard,5.0,ONLINE,4.7,9.54,"97870 Rivera Knolls, Lake Timothyfurt, NV 11021","97870 Rivera Knolls, Lake Timothyfurt, NV 11021",High,False
ORD-28515209,5,2025-08-13T23:30:29,CUST-9003,cassidy.scott@hotmail.com,Ebay,False,Platinum,2213.62,2128.97,84.65,Google Pay,Overnight,80.0,ONLINE,76.27,42.58,"5402 Timothy Skyway Apt. 972, North Dominique, AL 13369","5402 Timothy Skyway Apt. 972, North Dominique, AL 13369",High,False
ORD-71984800,1,2025-08-14T01:28:49,CUST-7890,sarah.lee@hotmail.com,Web,True,Bronze,41.4,41.4,0.0,Credit Card,Standard,5.0,ONLINE,3.95,1.03,"7246 Jason Trace Apt. 458, Marieshire, TN 97252","7246 Jason Trace Apt. 458, Marieshire, TN 97252",Low,False
ORD-56685313,1,2025-08-14T03:41:39,GUEST-103503,hensondavid@example.org,Phone,False,Silver,109.38,109.38,0.0,  PayPal ,Standard,5.0,,3.84,3.28,"23290 Laura Dale Suite 234, West Katherine, AZ 12761","23290 Laura Dale Suite 234, West Katherine, AZ 12761",Low,False
ORD-08748677,3,2025-08-14T07:05:05,CUST-5458,alexander.gomez@hotmail.com,Ebay,False,Gold,616.24,616.24,0.0,Credit Card,Standard,5.0,ONLINE,4.67,15.41,"11457 Navarro Plains, Elizabethview, MN 60630","11457 Navarro Plains, Elizabethview, MN 60630",Medium,False
ORD-58134911,6,2025-08-14T08:59:59,GUEST-100822,lmitchell@example.com,Ebay,True,Platinum,1526.89,1526.89,0.0,Credit Card,Standard,5.0,ONLINE,4.9,38.17,"708 Trujillo Coves, Josephshire, AZ 19104","708 Trujillo Coves, Josephshire, AZ 19104",High,False
ORD-82763843,6,2025-08-14T14:13:57,CUST-8624,cathy.smith@yahoo.com,Social Media,False,Gold,888.82,867.59,21.23,Credit Card,STANDARD,5.0,ONLINE,4.1,21.69,"7884 Ingram Creek, Heatherview, DE 47676","7884 Ingram Creek, Heatherview, DE 47676",High,False
ORD-24640175,5,2025-08-14T18:33:24,CUST-9660,amber.wallace@gmail.com,Phone,True,Platinum,1833.45,1833.45,0.0,Credit Card,  Standard  ,5.0,CSR-0004,4.7,45.84,"039 Grace Lodge, Thompsonstad, OR 23392","039 Grace Lodge, Thompsonstad, OR 23392",High,False
ORD-86336844,6,2025-08-14T18:48:43,CUST-8570,cheryl.lewis@yahoo.com,Web,True,Platinum,2825.03,2786.26,38.77,ACH,Standard,5.0,ONLINE,4.7,27.86,"21453 Christopher Port Suite 497, Leonchester, LA 26593","21453 Christopher Port Suite 497, Leonchester, LA 26593",High,False
ORD-84915154,6,2025-08-14T18:53:14,CUST-7423,theresa.navarro@hotmail.com,Web,False,Gold,818.36,797.42,20.94,Apple Pay,Standard,5.0,ONLINE,4.12,15.95,"272 Scott Vista Apt. 832, Anthonyberg, ID 04741","272 Scott Vista Apt. 832, Anthonyberg, ID 04741",High,False
ORD-56903888,3,2025-08-14T19:31:35,CUST-9131,erika.white@yahoo.com,Web,False,Platinum,722.8,677.59,45.21,Credit Card,Standard,5.0,ONLINE,4.27,16.94,"6406 Miller Flat, South Theresa, RI 88482","6406 Miller Flat, South Theresa, RI 88482",High,False
ORD-97526631,3,2025-08-15T03:18:03,CUST-9984,heather.sweeney@yahoo.com,Web,False,Gold,536.42,517.21,19.21,Credit Card,Two-Day,45.0,ONLINE,32.95,12.93,"738 Adam Islands, Poolemouth, DE 70964","738 Adam Islands, Poolemouth, DE 70964",Medium,False
ORD-28680531,5,2025-08-15T13:48:55,CUST-9493,daniel.tucker@hotmail.com,Web,True,Gold,721.82,672.8,49.02,Credit Card, Overnight  ,80.0,,64.39,16.82,"39942 Rodriguez View Suite 114, West Jesustown, AZ 46364","39942 Rodriguez View Suite 114, West Jesustown, AZ 46364",Medium,False
ORD-95226110,4,2025-08-16T03:01:12,CUST-6332,cameron.hill@gmail.com,NewEgg,False,Gold,839.13,839.13,0.0,Credit Card,Standard,5.0,ONLINE,4.89,20.98,"26253 Stephanie Bridge Apt. 075, Sherylhaven, MP 37701","26253 Stephanie Bridge Apt. 075, Sherylhaven, MP 37701",High,False
ORD-10748371,6,2025-08-16T05:32:28,CUST-10722,garrett.morris@gmail.com,Phone,False,Platinum,2089.48,2089.48,0.0,Credit Card,Standard,5.0,CSR-0001,4.81,52.24,"USNS Brown, FPO AE 76715","USNS Brown, FPO AE 76715",High,False
ORD-18719408,5,2025-08-16T07:30:48,GUEST-100411,sean34@example.org,Web,True,Platinum,1298.74,1276.58,22.16,PayPal,Two-Day,45.0,ONLINE,39.03,38.3,"316 Lopez Field Apt. 275, West Laura, PR 96799","316 Lopez Field Apt. 275, West Laura, PR 96799",High,False
ORD-24310263,6,2025-08-16T17:48:50,CUST-7847,joseph.martinez@hotmail.com,NewEgg,True,Gold,983.64,927.66,55.98,Credit Card,Overnight,80.0,ONLINE,67.18,23.19,"495 Scott Canyon Suite 754, Christopherhaven, NH 40757","495 Scott Canyon Suite 754, Christopherhaven, NH 40757",High,False
ORD-86667346,3,2025-08-16T19:01:31,CUST-6415,karen.diaz@hotmail.com,Phone,False,Silver,394.74,336.33,58.41,google pay,Standard,5.0,CSR-0003,4.89,6.73,"249 Jesse Rapid, Johnbury, GU 90678","249 Jesse Rapid, Johnbury, GU 90678",Medium,False
ORD-43751613,3,2025-08-16T20:55:52,CUST-10569,jesse.harding@yahoo.com,Social Media,False,Platinum,1282.97,1226.51,56.46,Credit Card,Standard,5.0,ONLINE,4.07,30.66,"43724 Baker Trafficway, Davidmouth, GA 10536","43724 Baker Trafficway, Davidmouth, GA 10536",High,False
ORD-27991878,1,2025-08-17T02:47:35,CUST-8576,brett.griffin@hotmail.com,Social Media,False,Silver,159.66,133.54,26.12,PayPal,Two-Day,45.0,ONLINE,38.09,4.01,"8096 Jacob Well Apt. 158, Port Jacobhaven, AS 62215","8096 Jacob Well Apt. 158, Port Jacobhaven, AS 62215",Low,False
ORD-09574050,4,2025-08-17T07:24:37,CUST-10228,sarah.white@gmail.com,Web,True,Gold,557.34,539.19,18.15,Credit Card,Standard,5.0,ONLINE,3.89,13.48,"976 Betty Point Suite 425, North Willie, CT 83674","976 Betty Point Suite 425, North Willie, CT 83674",Medium,False
ORD-17278687,8,2025-08-17T08:13:18,GUEST-100004,khernandez@example.net,NewEgg,True,Platinum,2364.97,2251.63,113.34,Credit Card,Standard,5.0,ONLINE,4.71,56.29,"7656 Parker Motorway, New Jeffrey, PR 08151","7656 Parker Motorway, New Jeffrey, PR 08151",High,False
ORD-91691289,8,2025-08-17T15:43:02,GUEST-103345,kennethnguyen@example.net,Social Media,False,Platinum,1183.83,1183.83,0.0,Credit Card,OVERNIGHT,80.0,ONLINE,69.21,29.6,"9478 Cruz Circle, Coryview, CA 04406","9478 Cruz Circle, Coryview, CA 04406",High,False
ORD-16841002,2,2025-08-18T02:19:16,CUST-7347,stacy.ramirez@gmail.com,Phone,False,Silver,350.84,350.84,0.0,PayPal,Standard,5.0,CSR-0003,4.07,10.53,"Unit 3690 Box 7024, DPO AP 80986","Unit 3690 Box 7024, DPO AP 80986",Medium,False
ORD-31384252,3,2025-08-18T17:53:12,CUST-9246,laura.benson@gmail.com,Web,False,Gold,678.7,678.7,0.0,Google Pay,Two-Day,45.0,ONLINE,41.17,13.57,"796 Forbes Landing Suite 713, South Daniel, RI 90432","796 Forbes Landing Suite 713, South Daniel, RI 90432", Medium ,False
ORD-98043287,4,2025-08-19T03:53:07,CUST-10386,joseph.li@hotmail.com,Social Media,False,Silver,495.79,495.79,0.0,Credit Card,Standard,5.0,ONLINE,4.57,12.39,"6204 Cameron Ways, East Brookeland, MT 44621","6204 Cameron Ways, East Brookeland, MT 44621",Medium,False
ORD-90370900,8,2025-08-19T05:50:04,CUST-10489,kellie.tran@gmail.com,Phone,False,Platinum,3756.48,3676.1,80.38,Apple Pay,Two-Day,45.0,CSR-0018,36.76,73.52,"24967 William Spur, Jessicafort, PR 50135","24967 William Spur, Jessicafort, PR 50135",High,False
ORD-13221220,5,2025-08-19T05:57:17,CUST-8962,nichole.duncan@hotmail.com,Web,True,Platinum,1345.02,1345.02,0.0,Credit Card,Overnight,80.0,ONLINE,59.73,33.63,"85515 Destiny Centers Suite 337, Allenville, OH 01686","85515 Destiny Centers Suite 337, Allenville, OH 01686",High,False
ORD-79189255,5,2025-08-19T15:03:16,CUST-10481,matthew.williams@yahoo.com,Social Media,False,Platinum,1339.75,1339.75,0.0,Apple Pay,Standard,5.0,ONLINE,4.43,26.8,"215 Misty Field Suite 458, Nicolemouth, OK 85256","215 Misty Field Suite 458, Nicolemouth, OK 85256",High,False
ORD-29312658,6,2025-08-19T16:33:01,CUST-5431,mariah.butler@gmail.com,Phone,False,Platinum,3111.51,2993.28,118.23,ACH,Standard,5.0,CSR-0015,4.64,29.93,"917 Anthony Lakes, North John, AL 75104","917 Anthony Lakes, North John, AL 75104",High,False
ORD-27417080,2,2025-08-19T21:35:11,CUST-9215,robert.sharp@hotmail.com,NewEgg,False,Gold,860.48,860.48,0.0,Credit Card,Standard,5.0,ONLINE,4.18,21.51,"PSC 1636, Box 4351, APO AA 32661","PSC 1636, Box 4351, APO AA 32661",High,False
ORD-44674562,5,2025-08-20T02:02:49,CUST-10115,erica.rivas@gmail.com,Web,False,Platinum,1271.13,1241.02,30.11,Apple Pay,Standard,5.0,ONLINE,4.45,24.82,"3199 Raymond Haven, Kellyberg, LA 90802","3199 Raymond Haven, Kellyberg, LA 90802",High,False
ORD-95471494,8,2025-08-20T06:36:01,CUST-10517,cindy.trevino@hotmail.com,Ebay,False,Platinum,3436.8,3436.8,0.0,Credit Card,Standard,5.0,ONLINE,3.95,85.92,"3714 Wolfe Mount, Wrightburgh, FL 36205","3714 Wolfe Mount, Wrightburgh, FL 36205",High,False
ORD-71292625,5,2025-08-20T11:04:54,CUST-8026,sarah.jones@yahoo.com,Web,False,Platinum,1418.05,1418.05,0.0,Credit Card,Standard,5.0,ONLINE,4.9,35.45,"17268 Stephanie Turnpike Apt. 556, Zhangland, OR 17958","17268 Stephanie Turnpike Apt. 556, Zhangland, OR 17958",High,False
ORD-43904326,14,2025-08-20T14:16:08,CUST-10044,jillian.carter@hotmail.com,Phone,False,Platinum,5644.46,5617.85,26.61,Apple Pay,Standard,5.0,CSR-0004,4.18,112.36,"0312 Robert Plaza, East Annaside, KY 98385","0312 Robert Plaza, East Annaside, KY 98385", High  ,False
ORD-80071223,1,2025-08-20T22:55:00,GUEST-103589,davidrichard@example.net,Ebay,False,Silver,223.04,188.94,34.1,Credit Card,Standard,5.0,ONLINE,4.7,4.72,"1762 Garza Fork, East Taylor, AS 34454","1762 Garza Fork, East Taylor, AS 34454",  Low  ,False
ORD-70439313,3,2025-08-21T07:47:45,GUEST-101921,vkaiser@example.com,Web,False,Gold,937.97,833.01,104.96,Credit Card,Overnight,80.0,ONLINE,70.43,20.83,"USNV Wilson, FPO AE 42938","USNV Wilson, FPO AE 42938",High,False
ORD-05935433,4,2025-08-21T15:03:42,CUST-9686,william.austin@yahoo.com,Social Media,False,Platinum,762.75,752.16,10.59,Credit Card,Standard,5.0,ONLINE,4.76,18.8,"PSC 5078, Box 7390, APO AE 66015","PSC 5078, Box 7390, APO AE 66015",High,False
ORD-38185164,2,2025-08-21T21:22:04,CUST-6463,riley.heath@hotmail.com,Web,True,Bronze,43.84,42.03,1.81,Apple Pay,Standard,5.0,ONLINE,4.7,0.84,"3658 Mitchell Islands, New Jeffreyport, HI 38570","3658 Mitchell Islands, New Jeffreyport, HI 38570",Low,False
ORD-74043990,4,2025-08-21T22:10:59,CUST-7276,mary.henderson@yahoo.com,Ebay,False,Platinum,1084.61,1084.61,0.0,Credit Card,  Standard ,5.0,ONLINE,4.74,27.12,"2420 Rivera Brook, Pittsberg, FL 50207","2420 Rivera Brook, Pittsberg, FL 50207",High,False
ORD-19749246,5,2025-08-21T22:54:46,CUST-6626,timothy.crawford@hotmail.com,Web,False,Platinum,1797.07,1780.59,16.48,Apple Pay,Standard,5.0,ONLINE,4.11,35.61,"366 Emma Mountains Suite 618, Michaelmouth, NJ 59861","366 Emma Mountains Suite 618, Michaelmouth, NJ 59861",High,False
ORD-02265840,2,2025-08-22T00:08:25,CUST-10534,lisa.watson@yahoo.com,Social Media,False,Platinum,758.77,758.77,0.0,Credit Card,Standard,5.0,ONLINE,4.2,18.97,"409 Jeffrey Road, South Benjaminfurt, AL 97460","409 Jeffrey Road, South Benjaminfurt, AL 97460",High,False
ORD-23722129,13,2025-08-22T03:17:52,CUST-9509,janice.melendez@gmail.com,Social Media,True,Platinum,4673.25,4546.72,126.53,Google Pay,Standard,5.0,ONLINE,4.2,90.93,"776 Johnny Neck, Port Reginaldshire, NE 95396","776 Johnny Neck, Port Reginaldshire, NE 95396",High,False
ORD-39150622,5,2025-08-22T03:29:53,GUEST-103500,butlerjohn@example.org,Web,False,Gold,980.36,902.11,78.25,Apple Pay,Standard,5.0,ONLINE,4.94,18.04,"3541 Jill Mews, Mckinneychester, TN 22675","3541 Jill Mews, Mckinneychester, TN 22675",High,False
ORD-06355413,7,2025-08-22T03:42:46,CUST-5719,ariel.kennedy@hotmail.com,Phone,False,Platinum,2447.96,2447.96,0.0,Credit Card,Standard,5.0,CSR-0020,4.28,61.2,"999 Moore Rest Suite 083, Granthaven, MH 83768","999 Moore Rest Suite 083, Granthaven, MH 83768",  High  ,False
ORD-73047157,14,2025-08-22T04:34:25,CUST-9467,olivia.ortiz@hotmail.com,Ebay,False,Platinum,6354.48,6243.25,111.23,Apple Pay,Two-Day,45.0,ONLINE,40.01,124.87,"3848 Mindy Roads Apt. 693, North Michael, LA 82656","3848 Mindy Roads Apt. 693, North Michael, LA 82656",High,False
ORD-30453355,3,2025-08-22T05:36:47,CUST-9029,sheri.cantrell@hotmail.com,Phone,True,Gold,712.24,712.24,0.0,ACH,Overnight,80.0,CSR-0003,73.16,7.12,"64940 Richard Island Suite 337, Port Joshuaville, CO 90738","64940 Richard Island Suite 337, Port Joshuaville, CO 90738",Medium,False
ORD-11246007,5,2025-08-22T06:52:05,GUEST-101289,wbowen@example.org,Web,True,Platinum,1555.5,1482.04,73.46,Google Pay,Standard,5.0,ONLINE,4.33,29.64,"80492 Henderson Meadows Suite 942, South Kristinamouth, WA 97428","80492 Henderson Meadows Suite 942, South Kristinamouth, WA 97428",High,False
ORD-08311498,14,2025-08-22T11:22:42,CUST-5102,jesse.guzman@hotmail.com,Phone,True,Platinum,4461.2,4298.77,162.43,Credit Card,Standard,5.0,CSR-0011,4.32,107.47,"433 Jill Springs, New Roberttown, CO 29158","433 Jill Springs, New Roberttown, CO 29158",High,False
ORD-55437560,6,2025-08-22T12:14:11,CUST-9126,richard.gonzalez@yahoo.com,Phone,False,Platinum,1492.5,1319.5,173.0,ACH,Standard,5.0,CSR-0016,4.15,13.2,"9346 Powers Shore, Collinsberg, HI 12323","9346 Powers Shore, Collinsberg, HI 12323",High,False
ORD-87095058,3,2025-08-22T14:53:08,CUST-9547,tracy.bright@gmail.com,Web,False,Platinum,1186.96,1125.46,61.5,PayPal,Standard,5.0,ONLINE,4.77,33.76,"84670 Elizabeth Ports Suite 762, Lake Debra, GA 45381","84670 Elizabeth Ports Suite 762, Lake Debra, GA 45381",High,False
ORD-64012745,8,2025-08-22T16:14:26,CUST-10466,victoria.francis@yahoo.com,Web,False,Platinum,3151.58,3032.41,119.17,Credit Card,Standard,5.0,ONLINE,4.27,75.81,"Unit 5288 Box 2860, DPO AE 42972","Unit 5288 Box 2860, DPO AE 42972",High,False
ORD-15324823,7,2025-08-22T17:06:17,CUST-10728,bryan.smith@gmail.com,Ebay,True,Platinum,2853.05,2822.76,30.29,Credit Card,Overnight,80.0,ONLINE,75.85,70.57,"33314 Rhonda Roads Apt. 796, Obrienview, WI 73150","33314 Rhonda Roads Apt. 796, Obrienview, WI 73150",High,False
ORD-24403589,3,2025-08-22T19:51:24,CUST-7102,jordan.pena@hotmail.com,Phone,False,Silver,491.21,491.21,0.0,Credit Card,Standard,5.0,CSR-0002,4.49,12.28,"4318 Benjamin Inlet Apt. 460, Port Tabithaside, SC 47525","4318 Benjamin Inlet Apt. 460, Port Tabithaside, SC 47525",Medium,False
ORD-44986670,5,2025-08-22T20:22:59,CUST-10599,nathan.johnson@hotmail.com,Ebay,False,Platinum,1683.95,1569.3,114.65,PayPal,Two-Day,45.0,ONLINE,34.8,47.08,"10905 Jenna Track Apt. 727, North Brandon, SD 35550","10905 Jenna Track Apt. 727, North Brandon, SD 35550",High,False
ORD-04417231,10,2025-08-23T00:44:54,CUST-5905,angela.rodriguez@yahoo.com,Ebay,False,Platinum,4181.61,4147.31,34.3,Credit Card,Standard,5.0,ONLINE,4.92,103.68,"619 Carlson Ways, Taylorview, MA 20536","619 Carlson Ways, Taylorview, MA 20536",High,False
ORD-29578091,4,2025-08-23T07:10:13,GUEST-102757,daniel45@example.org,Phone,False,Gold,865.15,865.15,0.0,PayPal,Standard,5.0,CSR-0001,3.88,25.95,"USNV Miller, FPO AA 08890","USNV Miller, FPO AA 08890",High,False
ORD-00372784,2,2025-08-23T09:33:27,CUST-10535,katie.keith@yahoo.com,Web,True,Gold,561.1,561.1,0.0,Credit Card,Overnight,80.0,ONLINE,59.82,14.03,"8251 Cannon Parks Apt. 987, East Ricky, MT 90817","8251 Cannon Parks Apt. 987, East Ricky, MT 90817",Medium,False
ORD-47894511,4,2025-08-23T12:17:46,CUST-7848,steven.spencer@gmail.com,Ebay,False,Platinum,1870.47,1672.58,197.89,Credit Card,Standard,5.0,ONLINE,4.72,41.81,"5508 Kyle Circle, Hendersonshire, DE 49151","5508 Kyle Circle, Hendersonshire, DE 49151",High,False
ORD-12411041,7,2025-08-23T16:33:23,GUEST-103761,scottcody@example.org,Ebay,False,Platinum,1333.25,1333.25,0.0,Credit Card,Two-Day,45.0,,34.36,33.33,"23730 Riggs Estate, Campbellfurt, OK 41012","23730 Riggs Estate, Campbellfurt, OK 41012",High,False
ORD-97652726,4,2025-08-23T21:14:55,CUST-6471,jill.mayer@yahoo.com,Web,False,Platinum,1051.21,1026.82,24.39,APPLE PAY,Overnight,80.0,,63.48,20.54,"457 Brandon Brooks Apt. 410, Christopherton, WY 61700","457 Brandon Brooks Apt. 410, Christopherton, WY 61700",High,False
ORD-99327359,1,2025-08-24T01:08:54,GUEST-102104,humphreydeanna@example.net,Phone,False,Silver,125.16,114.14,11.02,Credit Card,Overnight,80.0,CSR-0011,61.7,2.85,"Unit 7333 Box 4839, DPO AP 70348","Unit 7333 Box 4839, DPO AP 70348",Low,False
ORD-44321307,7,2025-08-24T03:51:02,CUST-10168,jenna.washington@yahoo.com,Social Media,False,Platinum,2034.03,1988.51,45.52,Google Pay,Standard,5.0,ONLINE,4.08,39.77,"15210 Christopher Ramp Apt. 791, New Kevin, MN 05148","15210 Christopher Ramp Apt. 791, New Kevin, MN 05148",High,False
ORD-29029750,8,2025-08-24T08:09:11,CUST-10342,aaron.powell@hotmail.com,Phone,False,Platinum,2307.68,2303.79,3.89,Credit Card,Standard,5.0,CSR-0015,4.27,57.59,"619 Johnson Pine Apt. 154, New Mario, PA 93504","619 Johnson Pine Apt. 154, New Mario, PA 93504",High,False
ORD-37810171,5,2025-08-24T16:00:44,CUST-10545,jacob.stevens@gmail.com,Web,False,Silver,181.19,170.37,10.82,Credit Card,Overnight,80.0,ONLINE,68.29,4.26,"2866 Johnson Circles, Jacobmouth, AS 23668","2866 Johnson Circles, Jacobmouth, AS 23668",Low,False
